id,url,createdAt,text,authorUsername,authorName,authorFollowers,likeCount,replyCount,retweetCount,quoteCount,bookmarkCount,viewCount,lang,conversationId,inReplyToUsername,depth
"2098151383857758226","https://x.com/OneGreatGambino/status/2098151383857758226","Thu Sep 10 20:47:26 +0000 2026","@eminimnim Bullshit.","OneGreatGambino","OGG","214","0","0","0","0","0","12","en","2098072497182666987","eminimnim","1"
"2098151680151818408","https://x.com/Universeposity/status/2098151680151818408","Thu Sep 10 20:48:36 +0000 2026","@eminimnim Well does it work?","Universeposity","Universe of Positivity ✨","1922","0","0","0","0","0","29","en","2098072497182666987","eminimnim","1"
"2098151785622069583","https://x.com/solve_sf/status/2098151785622069583","Thu Sep 10 20:49:02 +0000 2026","@alexflorias @eminimnim Uh what? Check distributors like Digikey","solve_sf","Solve SF","1952","0","1","0","0","0","76","en","2098072497182666987","alexflorias","2"
"2098152128519008720","https://x.com/ych8r/status/2098152128519008720","Thu Sep 10 20:50:23 +0000 2026","@eminimnim Oh really? Did it now? 😃","ych8r","Theoden","5","0","0","0","0","0","204","en","2098072497182666987","eminimnim","1"
"2098152663669985710","https://x.com/eminimnim/status/2098152663669985710","Thu Sep 10 20:52:31 +0000 2026","@eksosedron great idea","eminimnim","nim","2049","1","0","0","0","0","3622","en","2098072497182666987","eksosedron","2"
"2098152670926410123","https://x.com/ChookMFC/status/2098152670926410123","Thu Sep 10 20:52:33 +0000 2026","@eminimnim Show me the working finished product.","ChookMFC","Chook","143","0","0","0","0","0","32","en","2098072497182666987","eminimnim","1"
"2098153108966875476","https://x.com/loporium/status/2098153108966875476","Thu Sep 10 20:54:17 +0000 2026","@eminimnim @lxnmnnn What’s the prompt","loporium","Ghost of India’s Downed Rafales","200","0","0","0","0","0","32","en","2098072497182666987","eminimnim","1"
"2098154260760264744","https://x.com/CryptoSpaces1/status/2098154260760264744","Thu Sep 10 20:58:52 +0000 2026","@eminimnim Okay, but where is the physical result? https://t.co/zzRnrwVluR","CryptoSpaces1","0x20","6538","0","0","0","0","0","108","en","2098072497182666987","eminimnim","1"
"2098154657197551907","https://x.com/maxkalashnikoff/status/2098154657197551907","Thu Sep 10 21:00:26 +0000 2026","@eminimnim it's great. In theory it should work. In reality, parts may be a bit off. Sadly Astra won't be the one assembling it. But if that works, I am the first going to order piano keyboard laptop. So I can play a bit while agent are running. Will wait for assembly. Good luck 🙂","maxkalashnikoff","Max Kalashnikov","199","2","0","0","0","0","800","en","2098072497182666987","eminimnim","1"
"2098154687845318965","https://x.com/miskin_kral/status/2098154687845318965","Thu Sep 10 21:00:34 +0000 2026","@trollied @eminimnim If i see a video which made with ai then i check the second tweet. If there is a product for sell on second tweet by the author then i think that is an ad.","miskin_kral","miskin kral","58","2","0","0","0","0","80","en","2098072497182666987","trollied","2"
"2098155325136195710","https://x.com/TCVarbanov/status/2098155325136195710","Thu Sep 10 21:03:06 +0000 2026","@eminimnim This is a great example of AI moving beyond just generating text or images to orchestrating complex, multi-step physical product development. The real shift here is AI managing the entire supply chain and manufacturing process, not just the design phase.","TCVarbanov","Teo","123","0","0","0","0","1","264","en","2098072497182666987","eminimnim","1"
"2098155675754860997","https://x.com/kbopulous716/status/2098155675754860997","Thu Sep 10 21:04:29 +0000 2026","@DogenJones @eminimnim I find it hard to believe the AI agent was able to match the specs for each component. Most likely conclusion is the AI agent is just regurgitating some online tutorial with its own spin that will probably make it not work st all","kbopulous716","KbopulousPrime","17","0","0","0","0","0","21","en","2098072497182666987","DogenJones","2"
"2098156206401736882","https://x.com/0x1om/status/2098156206401736882","Thu Sep 10 21:06:36 +0000 2026","@eminimnim Interesting","0x1om","mock dev","89","0","0","0","0","0","11","en","2098072497182666987","eminimnim","1"
"2098156430574723211","https://x.com/facesOfEth/status/2098156430574723211","Thu Sep 10 21:07:29 +0000 2026","@eminimnim shit is not bad ok go ahead player","facesOfEth","unhinged faces","2766","0","0","0","0","0","30","en","2098072497182666987","eminimnim","1"
"2098157066057924842","https://x.com/womp3D/status/2098157066057924842","Thu Sep 10 21:10:01 +0000 2026","@eminimnim @plsoulie Then you dmd us and we sent you some free 3D prints!","womp3D","Womp","32844","12","0","0","0","1","840","en","2098072497182666987","eminimnim","1"
"2098157808805953909","https://x.com/only_just_a_boy/status/2098157808805953909","Thu Sep 10 21:12:58 +0000 2026","@eminimnim Does it work? In the real world","only_just_a_boy","Remaoto Caridong","4","0","0","0","0","0","526","en","2098072497182666987","eminimnim","1"
"2098157908244447732","https://x.com/alexflorias/status/2098157908244447732","Thu Sep 10 21:13:21 +0000 2026","Okay, and even through digikey you’re order single use pieces with additional fees - Youll spend $80 on a cirrus internal DAC and mixer - $20 on an out TI ADC - $10 on USB-C PD - $40 on usb IO controllers -$20 on ports - $100+ on a chassis and knobs And none of this includes what kind of microprocessor you’re going to use to route everything, nor does it include signed drivers for low latency audio capabilities, which can cost $500-1000","alexflorias","Alex","23971","0","2","0","0","0","88","en","2098072497182666987","solve_sf","3"
"2098158052671381712","https://x.com/adriankxyz/status/2098158052671381712","Thu Sep 10 21:13:56 +0000 2026","@eminimnim This will go so hard if it works","adriankxyz","Adrian Karvinen","202","0","0","0","0","0","539","en","2098072497182666987","eminimnim","1"
"2098158815397261552","https://x.com/opiumhum/status/2098158815397261552","Thu Sep 10 21:16:58 +0000 2026","@eminimnim Send me the device to beta test!","opiumhum","Michail aka Opium Hum / Hyper Real Radio","11431","4","0","0","0","0","196","en","2098072497182666987","eminimnim","1"
"2098158939636642142","https://x.com/daveblumenfeld1/status/2098158939636642142","Thu Sep 10 21:17:27 +0000 2026","@eminimnim Did it work? Not asking sarcastically, genuinely curious if there were any hiccups assembling to and getting it to work.","daveblumenfeld1","Dave Blumenfeld","1712","1","1","0","0","0","156","en","2098072497182666987","eminimnim","1"
"2098158992052941181","https://x.com/solve_sf/status/2098158992052941181","Thu Sep 10 21:17:40 +0000 2026","@alexflorias @eminimnim Yeah and then you just checkout and pay and you have your parts. Where is the hard part?","solve_sf","Solve SF","1952","0","1","0","0","0","56","en","2098072497182666987","alexflorias","4"
"2098159649887596544","https://x.com/MoroTovar/status/2098159649887596544","Thu Sep 10 21:20:17 +0000 2026","@eminimnim how much you paid ?","MoroTovar","Moro","991","0","0","0","0","0","31","en","2098072497182666987","eminimnim","1"
"2098160410054574268","https://x.com/JoeFromCanadia/status/2098160410054574268","Thu Sep 10 21:23:18 +0000 2026","@eminimnim AI in five years: https://t.co/q4GVMxQFVd","JoeFromCanadia","Joe","52","0","0","0","0","0","7","en","2098072497182666987","eminimnim","1"
"2098160490773921840","https://x.com/0x6e616461/status/2098160490773921840","Thu Sep 10 21:23:37 +0000 2026","@eminimnim umm https://t.co/cnpnpeYPPo","0x6e616461","𝗻𝗼𝗯𝗼𝗱𝘆","328","0","0","0","0","0","8","und","2098072497182666987","eminimnim","1"
"2098161244716851639","https://x.com/alexflorias/status/2098161244716851639","Thu Sep 10 21:26:37 +0000 2026","@solve_sf @eminimnim I should’ve specified that the hard part is building something of similar quality to Teenage Engineering, since many of their components are not off the shelf. If you want to build an amazon basics DJ controller in a raw aluminum chassis then mission accomplished","alexflorias","Alex","23971","0","0","0","0","0","44","en","2098072497182666987","solve_sf","5"
"2098161353827737920","https://x.com/EnvolDev/status/2098161353827737920","Thu Sep 10 21:27:03 +0000 2026","@eminimnim The assembly animation is such a nice touch. It did all that work and still remembered you’re the one who has to put the thing together 😂","EnvolDev","Tony","86","0","0","0","0","0","139","en","2098072497182666987","eminimnim","1"
"2098161579279737326","https://x.com/indrarahul_/status/2098161579279737326","Thu Sep 10 21:27:57 +0000 2026","@eminimnim how many tokens/$$$?","indrarahul_","Rahul Indra","42","0","0","0","0","0","9","en","2098072497182666987","eminimnim","1"
"2098161706296066333","https://x.com/grahamfarrar/status/2098161706296066333","Thu Sep 10 21:28:27 +0000 2026","@eminimnim i want to buy one!","grahamfarrar","Graham Farrar","6994","0","0","0","0","0","182","en","2098072497182666987","eminimnim","1"
"2098162954252271798","https://x.com/BitBullish/status/2098162954252271798","Thu Sep 10 21:33:24 +0000 2026","@kenyondigital @eminimnim I have a mpd218 so I made a web app mpc that I can vibecode “Make me a new bank with lofi hip hop drums” and then refresh the page 5 mins later. I line in record to logic. https://t.co/q5e5W0bg8M","BitBullish","₿itcoin (Note to Self, Buy Aug-Sept 26)","907","2","1","0","0","0","69","en","2098072497182666987","kenyondigital","2"
"2098163160960155658","https://x.com/BitBullish/status/2098163160960155658","Thu Sep 10 21:34:14 +0000 2026","@eminimnim We need a total cost breakdown. How many token in Astra, how much did you pay for the hardware. Curious how this scales at a run of 100 or 1000 units.","BitBullish","₿itcoin (Note to Self, Buy Aug-Sept 26)","907","0","0","0","0","0","26","en","2098072497182666987","eminimnim","1"
"2098163947266331108","https://x.com/DaleCloudman/status/2098163947266331108","Thu Sep 10 21:37:21 +0000 2026","@eminimnim @EERandomness Did it work?","DaleCloudman","Dale Cloudman","2065","0","0","0","0","0","53","en","2098072497182666987","eminimnim","1"
"2098164798689059177","https://x.com/brythebull/status/2098164798689059177","Thu Sep 10 21:40:44 +0000 2026","@kenyondigital @eminimnim 3d printed chips are going to become standard too","brythebull","brythebull","296","1","1","0","0","0","49","en","2098072497182666987","kenyondigital","2"
"2098164937088541179","https://x.com/The_Essayist_/status/2098164937088541179","Thu Sep 10 21:41:17 +0000 2026","@eminimnim Ok. Now build it.","The_Essayist_","The Essayist","173","0","0","0","0","0","21","en","2098072497182666987","eminimnim","1"
"2098165147697033388","https://x.com/arpeegee/status/2098165147697033388","Thu Sep 10 21:42:07 +0000 2026","@eminimnim I'd love to see @benfryc chime in and give us his POV on that","arpeegee","Paul","5502","0","1","0","0","0","145","en","2098072497182666987","eminimnim","1"
"2098165447409443204","https://x.com/benfryc/status/2098165447409443204","Thu Sep 10 21:43:19 +0000 2026","@arpeegee @eminimnim I wouldn’t trust AI to make hardware design and physical engineering decisions","benfryc","Ben 🤖","24041","1","1","0","0","0","36","en","2098072497182666987","arpeegee","2"
"2098165864034189503","https://x.com/willtholke/status/2098165864034189503","Thu Sep 10 21:44:58 +0000 2026","@eminimnim I want to see the physical device!","willtholke","will","131","0","0","0","0","0","296","en","2098072497182666987","eminimnim","1"
"2098165934003192252","https://x.com/arpeegee/status/2098165934003192252","Thu Sep 10 21:45:15 +0000 2026","@benfryc @eminimnim thoughts confirmed. I'm sorry but I had to summon the madman who went through all the hoops of birthing a physical tech product.","arpeegee","Paul","5502","0","0","0","0","0","27","en","2098072497182666987","benfryc","3"
"2098166166908772413","https://x.com/cybermynd/status/2098166166908772413","Thu Sep 10 21:46:10 +0000 2026","@eminimnim I can confirm vibe hardware is here. https://t.co/yj9peBPYEL","cybermynd","Levi Foster","89","0","0","0","0","0","19","en","2098072497182666987","eminimnim","1"
"2098167448881209562","https://x.com/stableshaman/status/2098167448881209562","Thu Sep 10 21:51:16 +0000 2026","@eminimnim i think the design kinda seems like a wish version of the driftdj device","stableshaman","shaman","17184","14","1","0","0","0","6843","en","2098072497182666987","eminimnim","1"
"2098167515038052536","https://x.com/shlykur/status/2098167515038052536","Thu Sep 10 21:51:32 +0000 2026","@eminimnim can't wait to see it IRL 🧐","shlykur","Eric Schleicher","580","2","0","0","0","0","82","en","2098072497182666987","eminimnim","1"
"2098167805518717108","https://x.com/shivambehl_/status/2098167805518717108","Thu Sep 10 21:52:41 +0000 2026","@eminimnim Tried making it? Does it work?","shivambehl_","Shivam","67","0","0","0","0","0","375","en","2098072497182666987","eminimnim","1"
"2098167985160548564","https://x.com/eminimnim/status/2098167985160548564","Thu Sep 10 21:53:24 +0000 2026","@stableshaman oh shit this is what i want","eminimnim","nim","2049","5","1","0","0","0","6052","en","2098072497182666987","stableshaman","2"
"2098168164282462293","https://x.com/capelas94/status/2098168164282462293","Thu Sep 10 21:54:07 +0000 2026","@eminimnim Did my first PCBA today needed 3x5h limits. How much time did you need to build this?","capelas94","Crypto Crowley","242","0","0","0","0","0","87","en","2098072497182666987","eminimnim","1"
"2098168342003823096","https://x.com/FATTWAFFLEsS/status/2098168342003823096","Thu Sep 10 21:54:49 +0000 2026","@eminimnim OH! She sexy okay I see you","FATTWAFFLEsS","FATTWAFFLES","260","0","0","0","0","0","167","en","2098072497182666987","eminimnim","1"
"2098168436111167536","https://x.com/Data_Centers_/status/2098168436111167536","Thu Sep 10 21:55:11 +0000 2026","@eminimnim impulse buying has a procurement department now","Data_Centers_","Data Center","334","3","0","0","0","0","472","en","2098072497182666987","eminimnim","1"
"2098168447943450715","https://x.com/stableshaman/status/2098168447943450715","Thu Sep 10 21:55:14 +0000 2026","@eminimnim https://t.co/WnpJvu6K74 I went down similar rabbit hole of trying to vibe code a sampler! The pcbs had a lot of errors so i ended up breadboarding it so that i could review and edit. About to order my first hopefully functional pcb.","stableshaman","shaman","17184","6","2","0","0","1","373","en","2098072497182666987","eminimnim","3"
"2098168531254985158","https://x.com/stableshaman/status/2098168531254985158","Thu Sep 10 21:55:34 +0000 2026","@eminimnim https://t.co/lISJ2VcRdb","stableshaman","shaman","17184","4","0","0","0","1","386","qme","2098072497182666987","stableshaman","4"
"2098169505176223897","https://x.com/paz_al3x/status/2098169505176223897","Thu Sep 10 21:59:26 +0000 2026","@eminimnim Can you do this with my keyboard? 😂 Friend / dictator pad for agents. Good job. Fired. Promoted. Mic.. https://t.co/6reqXCv6cA","paz_al3x","Alex Bouchard","2361","3","0","0","0","0","154","en","2098072497182666987","eminimnim","1"
"2098169810794237957","https://x.com/tabloida_/status/2098169810794237957","Thu Sep 10 22:00:39 +0000 2026","@eminimnim it assembled you a 3d model that looks completely different from the concept tho, do you plan on adjusting the design?","tabloida_","TabloidA","266","0","0","0","0","0","103","en","2098072497182666987","eminimnim","1"
"2098170095486783703","https://x.com/apmoww/status/2098170095486783703","Thu Sep 10 22:01:47 +0000 2026","@eminimnim looks completely useless","apmoww","wompa","155","0","0","0","0","0","22","en","2098072497182666987","eminimnim","1"
"2098171183711568198","https://x.com/Johnson2Nasty/status/2098171183711568198","Thu Sep 10 22:06:06 +0000 2026","@eminimnim You should check out https://t.co/NyKeAPB5L5 I've only briefly used it myself but it's pretty cool.","Johnson2Nasty","💀","599","3","0","1","0","2","240","en","2098072497182666987","eminimnim","1"
"2098171238937977187","https://x.com/hagovinho/status/2098171238937977187","Thu Sep 10 22:06:20 +0000 2026","@eminimnim raspberry pi 5 for a dj controller is overkill, no mute or solo buttons, the motorized platters are just a flex, no EQ per channel, no volume fader, the front gap removes wrist support, leaves faders prone to flexing/snapping, and exposes internals to liquid spills.","hagovinho","HAGOV Brasil (portenho)","705","0","1","0","0","0","58","en","2098072497182666987","eminimnim","1"
"2098171326393622757","https://x.com/RaemondBW/status/2098171326393622757","Thu Sep 10 22:06:41 +0000 2026","@eminimnim What motor is that?","RaemondBW","Raemond","1038","1","1","0","0","0","139","en","2098072497182666987","eminimnim","1"
"2098171567477858428","https://x.com/hagovinho/status/2098171567477858428","Thu Sep 10 22:07:38 +0000 2026","@eminimnim also, you stole the concept (which already seems vibecoded) and just asked the AI to do something similar","hagovinho","HAGOV Brasil (portenho)","705","0","0","0","0","0","7","en","2098072497182666987","hagovinho","2"
"2098171637417861364","https://x.com/LeeKuanYimby/status/2098171637417861364","Thu Sep 10 22:07:55 +0000 2026","@eminimnim We really can reindustrialize america.","LeeKuanYimby","Lee Kuan Yimby","30941","25","1","0","0","0","465","en","2098072497182666987","eminimnim","1"
"2098171663154061335","https://x.com/sulman_mrza/status/2098171663154061335","Thu Sep 10 22:08:01 +0000 2026","@alexflorias @eminimnim i dont know about the specific ones you listed but lots of vendors that sell single / low qty microcontrollers. even some on amazon","sulman_mrza","Sulman Mirza","331","0","1","0","0","0","48","en","2098072497182666987","alexflorias","2"
"2098171677104394389","https://x.com/NineOfGates/status/2098171677104394389","Thu Sep 10 22:08:04 +0000 2026","@eminimnim TP-7 next","NineOfGates","Brother Haddo","25","0","0","0","0","0","6","in","2098072497182666987","eminimnim","1"
"2098171799422775587","https://x.com/JosephAntoineM2/status/2098171799422775587","Thu Sep 10 22:08:33 +0000 2026","@eminimnim @BrianRoemmele","JosephAntoineM2","Kektex01","322","0","0","0","0","0","5","qam","2098072497182666987","eminimnim","1"
"2098173028068651451","https://x.com/MrGoElectric/status/2098173028068651451","Thu Sep 10 22:13:26 +0000 2026","@eminimnim Let us know when it's built and working","MrGoElectric","Producer Tim","459","0","0","0","0","0","64","en","2098072497182666987","eminimnim","1"
"2098173524972105868","https://x.com/planetzomax/status/2098173524972105868","Thu Sep 10 22:15:25 +0000 2026","@eminimnim that's very cool but as long as you are not holding it in your hand and actually using it, it remains in the dashboard meme category with a sticker for extra effort.","planetzomax","zomax","24429","6","1","0","0","0","493","en","2098072497182666987","eminimnim","1"
"2098173712067416389","https://x.com/planetzomax/status/2098173712067416389","Thu Sep 10 22:16:09 +0000 2026","@eminimnim or to make it even shorter: vibe hardware presentations are here, but that's about it.","planetzomax","zomax","24429","1","0","0","0","0","188","en","2098072497182666987","planetzomax","2"
"2098174227937476621","https://x.com/VerbumGames/status/2098174227937476621","Thu Sep 10 22:18:12 +0000 2026","@eminimnim Sure, but how much did it cost in tokens? This isn't like a gotcha thing. I really have no idea lol","VerbumGames","Verbum Games","14","0","0","0","0","0","427","en","2098072497182666987","eminimnim","1"
"2098174291971809618","https://x.com/sturgissw2/status/2098174291971809618","Thu Sep 10 22:18:28 +0000 2026","@eminimnim Very cool. Requiring a pi 5 hurts though.","sturgissw2","sturgissw","76","0","0","0","0","0","76","en","2098072497182666987","eminimnim","1"
"2098174343737954542","https://x.com/JKLAY_/status/2098174343737954542","Thu Sep 10 22:18:40 +0000 2026","@eminimnim How many tokens did it use","JKLAY_","JKLAY","12","0","0","0","0","0","219","en","2098072497182666987","eminimnim","1"
"2098174689336291696","https://x.com/Mr_Fireside/status/2098174689336291696","Thu Sep 10 22:20:02 +0000 2026","@eminimnim This is cool, but bro, its just a video lol.","Mr_Fireside","Mr_Fireside 🔥","24873","0","0","0","0","0","68","en","2098072497182666987","eminimnim","1"
"2098175095974060313","https://x.com/stackaible/status/2098175095974060313","Thu Sep 10 22:21:39 +0000 2026","@eminimnim Nice","stackaible","Stackaible","21","0","0","0","0","0","6","en","2098072497182666987","eminimnim","1"
"2098175927809388615","https://x.com/LobsterPotNEWS/status/2098175927809388615","Thu Sep 10 22:24:58 +0000 2026","@eminimnim What CAD package is it driving?","LobsterPotNEWS","Lobster Pot NEWS","91","0","0","0","0","0","443","en","2098072497182666987","eminimnim","1"
"2098176093895201065","https://x.com/edvegaviolante/status/2098176093895201065","Thu Sep 10 22:25:37 +0000 2026","@eminimnim OMG","edvegaviolante","Dr e𝕏","388","0","0","0","0","0","2","und","2098072497182666987","eminimnim","1"
"2098176474347954670","https://x.com/GianniDalerta/status/2098176474347954670","Thu Sep 10 22:27:08 +0000 2026","@eminimnim Similar build method. Spec → tools → image model. NOTTURNO 1983 - MIDI under the mixer, not a full controller. But had not thought to do the blender and electronics spec! Analog soul. Modern control. https://t.co/ao5dadvGxE","GianniDalerta","Gianni Dalerta 🔮","5745","169","4","5","0","87","25966","en","2098072497182666987","eminimnim","1"
"2098177450492801285","https://x.com/OnFinality/status/2098177450492801285","Thu Sep 10 22:31:01 +0000 2026","@eminimnim The datasheet-reading step is the part that usually breaks these pipelines. Chinese vendor PDFs are full of pinout tables and part-number variants that OCR mangles, so getting a CAD model that actually matches the ordered part is the real flex here.","OnFinality","OnFinality","3211","1","0","0","0","0","373","en","2098072497182666987","eminimnim","1"
"2098177928257245230","https://x.com/GaryBucees/status/2098177928257245230","Thu Sep 10 22:32:55 +0000 2026","@eminimnim Inspired to finally look at building a concept I have been noodling for years. Would love to learn more about your prompts and results!","GaryBucees","GaryBucees","124","0","0","0","0","0","184","en","2098072497182666987","eminimnim","1"
"2098177962780541425","https://x.com/Lightsp2d/status/2098177962780541425","Thu Sep 10 22:33:03 +0000 2026","@eminimnim None of this happened. Show the physical hardware.","Lightsp2d","Alexander Lux","878","0","0","0","0","0","43","en","2098072497182666987","eminimnim","1"
"2098178288178929670","https://x.com/waynesutton/status/2098178288178929670","Thu Sep 10 22:34:20 +0000 2026","@eminimnim @blackgirlbytes Start the hardware lab","waynesutton","Wayne Sutton","67991","6","0","0","0","0","283","en","2098072497182666987","eminimnim","1"
"2098178660192694776","https://x.com/eminimnim/status/2098178660192694776","Thu Sep 10 22:35:49 +0000 2026","@GianniDalerta @PurpleHorizons8 @RalphQuintero so cool","eminimnim","nim","2049","20","4","0","0","2","18896","en","2098072497182666987","GianniDalerta","2"
"2098178748080070811","https://x.com/microsaad/status/2098178748080070811","Thu Sep 10 22:36:10 +0000 2026","@eminimnim neat! what software did it use to put together the CAD model and the subsequent visualization?","microsaad","Saad Ahmed","305","0","0","0","0","0","78","en","2098072497182666987","eminimnim","1"
"2098179106412392870","https://x.com/TheFlickMetric/status/2098179106412392870","Thu Sep 10 22:37:35 +0000 2026","@eminimnim This is fucking nuts","TheFlickMetric","Ryan Flickinger","87","1","0","0","0","0","127","en","2098072497182666987","eminimnim","1"
"2098180574624002556","https://x.com/ScottShapiroUXD/status/2098180574624002556","Thu Sep 10 22:43:25 +0000 2026","@eminimnim I am building a full software synthesizer music performance app online and wanted to build a custom controller. I’d love to talk with anyone who has done this. Are you 3d printing your assembly","ScottShapiroUXD","Scott Shapiro","3191","0","1","0","0","0","98","en","2098072497182666987","eminimnim","1"
"2098181177647522070","https://x.com/MVMNTuk/status/2098181177647522070","Thu Sep 10 22:45:49 +0000 2026","@eminimnim This looks useless as a Dj controller","MVMNTuk","Andy | MVMNT","596","0","0","0","0","0","59","en","2098072497182666987","eminimnim","1"
"2098181334690627640","https://x.com/bossanovajam/status/2098181334690627640","Thu Sep 10 22:46:27 +0000 2026","@eminimnim I’m excited for this to “go into production” and half of it doesn’t work or is done wrong and they ask you to fix it.","bossanovajam","samson","90","0","0","0","0","0","46","en","2098072497182666987","eminimnim","1"
"2098182417886630371","https://x.com/aiseomastery/status/2098182417886630371","Thu Sep 10 22:50:45 +0000 2026","@eminimnim gave it your card lol brave","aiseomastery","AI Mastery Guide","3832","0","0","0","0","0","134","en","2098072497182666987","eminimnim","1"
"2098182711802237343","https://x.com/grep_now/status/2098182711802237343","Thu Sep 10 22:51:55 +0000 2026","@eminimnim Man I was thinking about making my own midi controller. I used to have an SP-303 a while back that died on me. I still have my KORG padKONTROL KPC-1 tho. Solid. I’m wondering how well this vibe coded hardware would handle latency","grep_now","krx","196","1","0","0","0","0","540","en","2098072497182666987","eminimnim","1"
"2098182797508931895","https://x.com/0xPhoenice/status/2098182797508931895","Thu Sep 10 22:52:15 +0000 2026","@eminimnim so much incredible stuff can now be built","0xPhoenice","gio","531","0","0","0","0","0","53","en","2098072497182666987","eminimnim","1"
"2098182959698206937","https://x.com/grep_now/status/2098182959698206937","Thu Sep 10 22:52:54 +0000 2026","@beardsmol @eminimnim Happened to my SP-303. Capacitor exploded 🕊️🕊️🕊️","grep_now","krx","196","2","0","0","0","0","22","en","2098072497182666987","beardsmol","2"
"2098183311197864053","https://x.com/Muricaenjoyer/status/2098183311197864053","Thu Sep 10 22:54:18 +0000 2026","@eminimnim Yo this is a good idea for a little company, just build weird fun music toys and when you nail one just make a fancier more up engineered version","Muricaenjoyer","Murica Enjoyer","776","3","0","0","0","0","115","en","2098072497182666987","eminimnim","1"
"2098184084774179139","https://x.com/trydotworks/status/2098184084774179139","Thu Sep 10 22:57:22 +0000 2026","@eminimnim this would be a great companion to https://t.co/rGibhytS7p","trydotworks","erik@try.works","473","0","0","0","0","0","23","en","2098072497182666987","eminimnim","1"
"2098185895749030346","https://x.com/thisiswenzel/status/2098185895749030346","Thu Sep 10 23:04:34 +0000 2026","@eminimnim Show us the finished project. 👀","thisiswenzel","W3nzel.eth","12344","0","0","0","0","0","86","en","2098072497182666987","eminimnim","1"
"2098186139509166169","https://x.com/thisiswenzel/status/2098186139509166169","Thu Sep 10 23:05:32 +0000 2026","@eminimnim @DevonFrohne The views on that tweet are going to pay for the manufacturing alone. 🤝🏼","thisiswenzel","W3nzel.eth","12344","1","0","0","0","0","47","en","2098072497182666987","eminimnim","3"
"2098186274435748056","https://x.com/MrRudolfWagner/status/2098186274435748056","Thu Sep 10 23:06:04 +0000 2026","@eminimnim Why the huge cutout at the back where the plastic is just hanging there without anything filling the hole? https://t.co/PSTFUe9iUE","MrRudolfWagner","RudolfWagner.eth (3,3)","106","2","2","0","0","0","159","en","2098072497182666987","eminimnim","1"
"2098186732353343614","https://x.com/DangTheory/status/2098186732353343614","Thu Sep 10 23:07:54 +0000 2026","@eminimnim looks dope. so you ordered everything - how do you know your vibed hardware would work?","DangTheory","Dang theory","24","0","0","0","0","0","164","en","2098072497182666987","eminimnim","1"
"2098188324049748240","https://x.com/jdpeterson/status/2098188324049748240","Thu Sep 10 23:14:13 +0000 2026","@eminimnim is it cheaper than buying a teenage engineering mini dj controller?","jdpeterson","Josh Peterson","4675","2","0","0","0","0","83","en","2098072497182666987","eminimnim","1"
"2098188490030874856","https://x.com/Ryo_Bakura_710/status/2098188490030874856","Thu Sep 10 23:14:53 +0000 2026","@MrRudolfWagner @eminimnim I am sure if you got the cad you will find more of that everywhere","Ryo_Bakura_710","Ryo Bakura","274","2","0","0","0","0","24","en","2098072497182666987","MrRudolfWagner","2"
"2098188804637233237","https://x.com/vladzima/status/2098188804637233237","Thu Sep 10 23:16:08 +0000 2026","@eminimnim blink if astra wrote this post and is holding you hostage","vladzima","VLAD ARBATOV ㊙️","9562","1","0","0","0","0","36","en","2098072497182666987","eminimnim","1"
"2098188851227283923","https://x.com/SMASIMHO/status/2098188851227283923","Thu Sep 10 23:16:19 +0000 2026","@eminimnim truly an era for creatives","SMASIMHO","Nebulizer","10914","0","0","0","0","0","195","en","2098072497182666987","eminimnim","1"
"2098188871829971029","https://x.com/shuizhuyu/status/2098188871829971029","Thu Sep 10 23:16:24 +0000 2026","@eminimnim AI现在已经能包办从出图建模到找零件下单全套硬件开发流程了，这效率比以前一个团队抠细节快太多，行业变化太快了。","shuizhuyu","Crio Songo","1273","0","0","0","0","0","136","zh","2098072497182666987","eminimnim","1"
"2098189688179773760","https://x.com/Reagent_Systems/status/2098189688179773760","Thu Sep 10 23:19:38 +0000 2026","@eminimnim vibe hardware has been here","Reagent_Systems","Team Reagent","362","0","0","0","0","0","17","en","2098072497182666987","eminimnim","1"
"2098190786831466527","https://x.com/alexflorias/status/2098190786831466527","Thu Sep 10 23:24:00 +0000 2026","@sulman_mrza @eminimnim Yes you’re right, but the comparison with Teenage engineering isnt, because they aren’t getting their components on Amazon lol","alexflorias","Alex","23971","0","1","0","0","0","53","en","2098072497182666987","sulman_mrza","3"
"2098190858378268764","https://x.com/mahyarm8/status/2098190858378268764","Thu Sep 10 23:24:17 +0000 2026","@eminimnim @HaimBender One thing to reduce assembly time but decreases repairability is snap fitting the plastic to reduce screwing time.","mahyarm8","Mahyar McDonald","452","0","0","0","0","0","17","en","2098072497182666987","eminimnim","3"
"2098192432299172278","https://x.com/COFFINHEAD1/status/2098192432299172278","Thu Sep 10 23:30:33 +0000 2026","@eminimnim Vibehard","COFFINHEAD1","COFFINHEAD","572","0","0","0","0","0","5","da","2098072497182666987","eminimnim","1"
"2098193835943944533","https://x.com/intspg/status/2098193835943944533","Thu Sep 10 23:36:07 +0000 2026","@eminimnim @Indian_Bronson What did it charge you","intspg","Intrepid Sponge 𐇐𐇑𐇒𐇓𐇔𐇕𐇖𐇗𐇘𐇙𐇚","743","0","0","0","0","0","36","en","2098072497182666987","eminimnim","1"
